transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,revenue,country,channel
T001100,C0110,P014,2024-06-29,10,5.43,54.34,Netherlands,In-Store
T001101,C0110,P008,2024-08-07,4,21.54,86.15,Netherlands,Mobile
T001102,C0110,P001,2024-11-12,9,4.37,39.36,Netherlands,Online
T001103,C0110,P015,2024-09-26,-10,23.88,-238.84,Netherlands,In-Store
T001104,C0110,P010,2024-12-02,8,5.75,46.04,Netherlands,Mobile
T001105,C0111,P012,2024-06-22,3,8.64,25.92,Netherlands,Mobile
T001106,C0111,P014,2024-12-14,-4,5.73,-22.91,Netherlands,In-Store
T001107,C0111,P008,2024-09-18,10,21.77,217.7,Netherlands,Mobile
T001108,C0111,P018,2024-09-21,7,6.97,48.76,Netherlands,Mobile
T001109,C0111,P005,2024-11-29,-8,10.24,-81.89,Netherlands,Mobile
T001110,C0111,P004,2024-09-16,6,6.6,39.63,Netherlands,In-Store
T001111,C0111,P002,2024-11-18,5,19.31,96.53,Netherlands,In-Store
T001112,C0111,P004,2024-11-22,9,6.74,60.68,Netherlands,Mobile
T001113,C0111,P011,2024-12-29,9,16.0,144.03,Netherlands,Partner
T001114,C0111,P005,2024-07-03,4,10.45,41.79,Netherlands,Mobile
T001115,C0111,P012,2024-11-21,3,9.24,27.72,Netherlands,In-Store
T001116,C0111,P014,2024-10-03,3,5.46,16.39,Netherlands,Online
T001117,C0111,P014,2024-07-18,6,5.56,33.39,Netherlands,Mobile
T001118,C0111,P009,2024-08-03,4,7.77,31.09,Netherlands,Partner
T001119,C0111,P007,2024-11-27,10,14.29,142.89,Netherlands,Mobile
T001120,C0111,P007,2024-06-10,5,13.62,68.11,Netherlands,In-Store
T001121,C0111,P007,2024-06-24,5,13.9,69.48,Netherlands,Online
T001122,C0111,P013,2024-07-30,9,20.04,180.36,Netherlands,Mobile
T001123,C0111,P011,2024-11-12,9,15.97,143.7,Netherlands,Online
T001124,C0111,P010,2024-08-29,4,5.85,23.41,Netherlands,Partner
T001125,C0111,P008,2024-06-01,8,22.87,182.95,Netherlands,Online
T001126,C0111,P011,2024-11-03,6,15.66,93.94,Netherlands,Online
T001127,C0111,P014,2024-08-25,5,5.36,26.82,Netherlands,In-Store
T001128,C0111,P004,2024-12-15,4,6.86,27.46,Netherlands,Mobile
T001129,C0111,P011,2024-12-17,8,16.39,131.09,Netherlands,In-Store
T001130,C0111,P008,2024-06-28,7,21.36,149.53,Netherlands,Mobile
T001131,C0111,P020,2024-11-15,4,12.88,51.52,Netherlands,Mobile
T001132,C0112,P015,2024-08-27,4,23.93,95.71,France,In-Store
T001133,C0112,P016,2024-07-03,6,11.04,66.22,France,Mobile
T001134,C0112,P014,2024-10-22,7,5.72,40.01,France,In-Store
T001135,C0112,P012,2024-09-20,10,9.12,91.17,France,Online
T001136,C0112,P016,2024-12-20,9,11.03,99.24,France,Online
T001137,C0112,P006,2024-06-12,7,12.75,89.22,France,Online
T001138,C0112,P007,2024-10-10,9,13.99,125.94,France,Online
T001139,C0112,P006,2024-12-17,10,12.81,128.13,France,Partner
T001140,C0112,P013,2024-10-25,-7,19.4,-135.83,France,Mobile
T001141,C0112,P019,2024-09-25,3,16.6,49.79,France,In-Store
T001142,C0112,P010,2024-07-01,6,5.87,35.21,France,Mobile
T001143,C0112,P008,2024-11-11,3,22.07,66.22,France,Mobile
T001144,C0112,P009,2024-11-12,5,7.33,36.64,France,Mobile
T001145,C0112,P007,2024-11-02,4,13.3,53.21,France,In-Store
T001146,C0112,P011,2024-08-07,4,16.71,66.86,France,Mobile
T001147,C0112,P014,2024-12-26,7,5.4,37.82,France,Online
T001148,C0112,P012,2024-08-05,6,9.21,55.24,France,Online
T001149,C0112,P018,2024-11-15,4,7.41,29.65,France,In-Store
T001150,C0112,P020,2024-08-08,6,13.93,83.57,France,Mobile
T001151,C0112,P019,2024-12-03,9,15.44,138.95,France,Partner
T001152,C0112,P012,2024-07-17,5,9.36,46.81,France,Partner
T001153,C0113,P006,2024-07-17,6,12.59,75.52,Germany,In-Store
T001154,C0113,P001,2024-09-09,7,4.35,30.44,Germany,Mobile
T001155,C0113,P003,2024-11-13,5,7.9,39.48,Germany,Partner
T001156,C0113,P004,2024-11-02,5,6.9,34.52,Germany,Online
T001157,C0113,P013,2024-12-13,9,19.03,171.29,Germany,Online
T001158,C0113,P005,2024-11-08,6,10.26,61.56,Germany,Online
T001159,C0113,P001,2024-11-29,4,4.52,18.08,Germany,Online
T001160,C0113,P007,2024-09-22,5,13.97,69.86,Germany,Mobile
T001161,C0113,P010,2024-10-18,8,5.98,47.82,Germany,In-Store
T001162,C0113,P018,2024-10-18,4,6.9,27.61,Germany,In-Store
T001163,C0113,P004,2024-06-07,9,6.51,58.57,Germany,Mobile
T001164,C0113,P014,2024-07-28,9,5.31,47.75,Germany,Partner
T001165,C0113,P004,2024-06-27,10,6.53,65.27,Germany,In-Store
T001166,C0113,P012,2024-06-22,4,9.1,36.42,Germany,Online
T001167,C0113,P020,2024-11-01,5,13.07,65.33,Germany,Mobile
T001168,C0113,P014,2024-11-07,5,5.72,28.58,Germany,In-Store
T001169,C0113,P012,2024-09-03,4,8.79,35.18,Germany,In-Store
T001170,C0113,P003,2024-12-17,3,8.55,25.65,Germany,Mobile
T001171,C0113,P011,2024-12-19,5,15.82,79.12,Germany,Partner
T001172,C0113,P003,2024-08-11,4,8.31,33.26,Germany,Mobile
T001173,C0114,P011,2024-08-21,5,15.49,77.45,Switzerland,Partner
T001174,C0114,P014,2024-12-21,10,5.61,56.06,Switzerland,In-Store
T001175,C0114,P005,2024-10-16,6,9.87,59.24,Switzerland,Partner
T001176,C0114,P018,2024-09-16,6,7.17,43.0,Switzerland,Mobile
T001177,C0114,P003,2024-06-05,6,8.14,48.82,Switzerland,In-Store
T001178,C0114,P018,2024-06-16,10,7.58,75.82,Switzerland,In-Store
T001179,C0114,P012,2024-10-20,5,8.82,44.08,Switzerland,Partner
T001180,C0114,P008,2024-07-06,6,22.72,136.33,Switzerland,Online
T001181,C0114,P005,2024-09-17,9,10.22,92.01,Switzerland,In-Store
T001182,C0114,P002,2024-10-31,4,19.3,77.2,Switzerland,Mobile
T001183,C0114,P001,2024-06-20,5,4.44,22.2,Switzerland,Online
T001184,C0114,P019,2024-12-08,9,15.43,138.87,Switzerland,Mobile
T001185,C0114,P017,2024-09-22,7,31.9,223.33,Switzerland,Online
T001186,C0114,P010,2024-06-09,4,5.78,23.14,Switzerland,Mobile
T001187,C0114,P017,2024-11-22,5,30.43,152.17,Switzerland,Partner
T001188,C0114,P018,2024-11-29,7,7.55,52.88,Switzerland,Mobile
T001189,C0114,P014,2024-09-05,5,5.37,26.87,Switzerland,Mobile
T001190,C0115,P013,2024-10-13,6,19.1,114.61,USA,Online
T001191,C0115,P015,2024-07-13,5,24.52,122.62,USA,Mobile
T001192,C0115,P002,2024-02-25,4,19.27,77.07,USA,Online
T001193,C0115,P003,2024-01-15,4,8.34,33.34,USA,Mobile
T001194,C0115,P010,2024-11-01,3,6.01,18.04,USA,Online
T001195,C0115,P010,2024-01-17,3,6.02,18.06,USA,Mobile
T001196,C0115,P009,2024-10-15,2,7.86,15.71,USA,Partner
T001197,C0115,P002,2024-01-05,2,18.64,37.28,USA,In-Store
T001198,C0115,P010,2024-07-19,5,5.99,29.95,USA,In-Store
T001199,C0115,P005,2024-09-14,2,9.82,19.64,USA,Online
T001200,C0115,P017,2024-09-01,3,30.48,91.43,USA,Online
T001201,C0116,P006,2024-11-16,3,12.73,38.18,United Kingdom,Online
T001202,C0116,P008,2024-03-23,3,22.68,68.03,United Kingdom,In-Store
T001203,C0116,P015,2024-08-08,3,24.59,73.76,United Kingdom,Online
T001204,C0116,P013,2024-02-08,3,19.41,58.22,United Kingdom,Mobile
T001205,C0116,P019,2024-06-07,-5,15.35,-76.73,United Kingdom,Online
T001206,C0116,P016,2024-05-31,2,10.95,21.9,United Kingdom,Mobile
T001207,C0116,P003,2024-02-06,4,8.31,33.25,United Kingdom,Mobile
T001208,C0116,P015,2024-08-14,4,26.2,104.82,United Kingdom,Mobile
T001209,C0116,P004,2024-05-26,6,6.74,40.45,United Kingdom,Partner
T001210,C0116,P014,2024-07-06,6,5.73,34.38,United Kingdom,In-Store
T001211,C0116,P012,2024-05-14,2,9.16,18.33,United Kingdom,Online
T001212,C0116,P020,2024-10-14,2,13.83,27.65,United Kingdom,Online
T001213,C0117,P004,2024-02-07,4,6.67,26.66,Australia,Mobile
T001214,C0117,P013,2024-08-27,5,20.33,101.64,Australia,Partner
T001215,C0117,P004,2024-07-22,2,6.53,13.07,Australia,Partner
T001216,C0117,P007,2024-11-05,5,13.76,68.8,Australia,Partner
T001217,C0117,P007,2024-10-06,5,13.46,67.3,Australia,Mobile
T001218,C0117,P016,2024-01-17,3,11.15,33.46,Australia,Partner
T001219,C0117,P002,2024-04-19,4,19.54,78.16,Australia,Online
T001220,C0117,P007,2024-05-18,2,14.63,29.27,Australia,In-Store
T001221,C0117,P006,2024-02-11,2,12.05,24.1,Australia,In-Store
T001222,C0117,P015,2024-05-12,5,25.05,125.26,Australia,Mobile
T001223,C0118,P003,2024-03-25,5,8.12,40.6,Spain,Mobile
T001224,C0118,P012,2024-03-23,5,8.98,44.92,Spain,Partner
T001225,C0118,P012,2024-11-01,-6,8.9,-53.4,Spain,Mobile
T001226,C0118,P003,2024-06-11,6,8.35,50.08,Spain,Online
T001227,C0118,P005,2024-06-11,5,10.42,52.12,Spain,Online
T001228,C0118,P014,2024-08-18,-4,5.51,-22.05,Spain,Mobile
T001229,C0118,P015,2024-04-06,6,23.98,143.9,Spain,Partner
T001230,C0118,P018,2024-04-17,3,7.32,21.97,Spain,Mobile
T001231,C0119,P012,2024-09-14,4,8.56,34.26,Switzerland,Online
T001232,C0119,P016,2024-10-04,5,10.91,54.53,Switzerland,Partner
T001233,C0119,P017,2024-08-07,4,30.76,123.05,Switzerland,In-Store
T001234,C0119,P006,2024-07-14,6,12.62,75.71,Switzerland,In-Store
T001235,C0119,P014,2024-02-20,4,5.61,22.44,Switzerland,Online
T001236,C0119,P004,2024-07-29,2,6.85,13.7,Switzerland,Online
T001237,C0119,P016,2024-08-15,6,11.47,68.82,Switzerland,Online
T001238,C0119,P010,2024-10-09,5,5.82,29.09,Switzerland,Partner
T001239,C0120,P007,2024-08-25,5,14.63,73.15,Portugal,Partner
T001240,C0120,P013,2024-09-16,2,20.87,41.74,Portugal,In-Store
T001241,C0120,P009,2024-07-31,4,7.36,29.42,Portugal,Mobile
T001242,C0120,P001,2024-07-10,5,4.29,21.45,Portugal,In-Store
T001243,C0120,P011,2024-05-03,3,16.73,50.2,Portugal,Partner
T001244,C0120,P007,2024-10-22,6,14.2,85.21,Portugal,Partner
T001245,C0120,P005,2024-06-11,5,10.47,52.33,Portugal,Mobile
T001246,C0120,P014,2024-09-15,3,5.28,15.84,Portugal,Online
T001247,C0120,P019,2024-05-13,5,16.54,82.69,Portugal,Mobile
T001248,C0121,P007,2024-11-17,2,13.43,26.86,USA,Mobile
T001249,C0121,P001,2024-02-10,6,4.59,27.56,USA,Partner
T001250,C0121,P001,2024-07-02,3,4.72,14.15,USA,Mobile
T001251,C0121,P008,2024-05-05,3,21.55,64.66,USA,Partner
T001252,C0121,P009,2024-11-17,2,7.33,14.66,USA,Online
T001253,C0121,P019,2024-03-03,2,15.37,30.74,USA,Online
T001254,C0121,P005,2024-02-09,4,9.75,39.01,USA,Partner
T001255,C0121,P012,2024-01-12,3,8.9,26.71,USA,Partner
T001256,C0121,P003,2024-12-17,5,8.63,43.14,USA,Partner
T001257,C0121,P013,2024-03-23,4,20.26,81.03,USA,Mobile
T001258,C0121,P010,2024-11-19,2,6.23,12.46,USA,Online
T001259,C0121,P004,2024-11-10,4,7.08,28.33,USA,Online
T001260,C0121,P006,2024-04-08,6,12.8,76.81,USA,Online
T001261,C0122,P017,2024-07-05,6,32.84,197.01,Switzerland,Online
T001262,C0122,P007,2024-12-20,2,13.76,27.52,Switzerland,Mobile
T001263,C0122,P009,2024-06-27,4,7.49,29.94,Switzerland,In-Store
T001264,C0122,P015,2024-04-08,5,24.83,124.15,Switzerland,In-Store
T001265,C0122,P006,2024-05-23,3,12.73,38.2,Switzerland,Partner
T001266,C0122,P004,2024-03-25,6,6.95,41.69,Switzerland,Mobile
T001267,C0122,P016,2024-05-19,5,11.42,57.11,Switzerland,In-Store
T001268,C0122,P020,2024-10-17,2,13.64,27.29,Switzerland,In-Store
T001269,C0123,P003,2024-09-18,5,7.98,39.88,Netherlands,In-Store
T001270,C0123,P019,2024-11-26,5,15.66,78.3,Netherlands,In-Store
T001271,C0123,P013,2024-08-07,2,19.22,38.44,Netherlands,Mobile
T001272,C0123,P012,2024-07-09,3,8.62,25.85,Netherlands,Mobile
T001273,C0123,P011,2024-06-17,2,15.22,30.43,Netherlands,Mobile
T001274,C0123,P015,2024-10-14,6,25.73,154.37,Netherlands,Online
T001275,C0123,P013,2024-02-22,4,20.19,80.77,Netherlands,In-Store
T001276,C0123,P020,2024-12-15,2,13.6,27.2,Netherlands,Partner
T001277,C0123,P011,2024-09-09,4,15.52,62.07,Netherlands,Partner
T001278,C0123,P002,2024-03-28,4,18.84,75.36,Netherlands,In-Store
T001279,C0123,P019,2024-01-10,5,15.57,77.84,Netherlands,Online
T001280,C0123,P015,2024-01-19,4,24.07,96.27,Netherlands,Online
T001281,C0123,P011,2024-07-31,2,15.31,30.62,Netherlands,In-Store
T001282,C0124,P011,2024-06-09,4,15.84,63.36,Belgium,Partner
T001283,C0124,P020,2024-08-20,2,13.36,26.71,Belgium,Partner
T001284,C0124,P004,2024-04-24,4,7.05,28.18,Belgium,Online
T001285,C0124,P001,2024-12-18,3,4.32,12.97,Belgium,Partner
T001286,C0124,P008,2024-07-07,3,21.09,63.28,Belgium,Online
T001287,C0124,P002,2024-01-25,4,19.72,78.87,Belgium,In-Store
T001288,C0124,P003,2024-07-13,4,8.11,32.44,Belgium,In-Store
T001289,C0124,P006,2024-06-12,3,12.6,37.81,Belgium,Mobile
T001290,C0124,P019,2024-09-24,5,16.21,81.04,Belgium,Mobile
T001291,C0124,P019,2024-06-13,5,16.25,81.24,Belgium,Partner
T001292,C0124,P008,2024-02-12,2,21.48,42.96,Belgium,In-Store
T001293,C0124,P018,2024-04-15,3,7.37,22.1,Belgium,Online
T001294,C0125,P016,2024-08-27,2,10.68,21.37,Netherlands,Partner
T001295,C0125,P007,2024-10-29,5,13.45,67.23,Netherlands,In-Store
T001296,C0125,P010,2024-02-24,5,6.08,30.42,Netherlands,Mobile
T001297,C0125,P008,2024-11-13,4,21.75,86.99,Netherlands,Mobile
T001298,C0125,P013,2024-12-17,3,19.13,57.38,Netherlands,In-Store
T001299,C0125,P019,2024-02-26,2,15.43,30.85,Netherlands,Mobile
T001300,C0125,P001,2024-12-04,5,4.36,21.8,Netherlands,Partner
T001301,C0125,P012,2024-06-30,4,8.66,34.63,Netherlands,Partner
T001302,C0125,P007,2024-06-19,3,13.86,41.57,Netherlands,Online
T001303,C0126,P009,2024-08-04,4,7.2,28.79,Belgium,Mobile
T001304,C0126,P010,2024-09-28,3,5.93,17.8,Belgium,Partner
T001305,C0126,P017,2024-05-07,5,30.75,153.75,Belgium,Online
T001306,C0126,P008,2024-05-16,2,21.02,42.03,Belgium,Mobile
T001307,C0126,P003,2024-11-13,6,7.92,47.53,Belgium,Partner
T001308,C0126,P013,2024-12-20,5,19.19,95.97,Belgium,In-Store
T001309,C0126,P016,2024-11-22,3,10.64,31.91,Belgium,In-Store
T001310,C0126,P020,2024-09-14,4,13.82,55.26,Belgium,Partner
T001311,C0126,P010,2024-03-26,3,5.79,17.38,Belgium,Mobile
T001312,C0126,P011,2024-08-30,-5,15.43,-77.13,Belgium,Partner
T001313,C0126,P011,2024-02-09,2,15.48,30.97,Belgium,Mobile
T001314,C0126,P001,2024-01-01,6,4.43,26.6,Belgium,Partner
T001315,C0126,P008,2024-10-17,5,21.14,105.7,Belgium,In-Store
T001316,C0126,P008,2024-02-18,6,22.01,132.04,Belgium,Online
T001317,C0126,P010,2024-10-06,4,5.96,23.85,Belgium,In-Store
T001318,C0127,P009,2024-06-03,4,7.47,29.88,United Kingdom,In-Store
T001319,C0127,P017,2024-09-22,6,31.95,191.7,United Kingdom,Online
T001320,C0127,P005,2024-03-13,5,10.35,51.73,United Kingdom,In-Store
T001321,C0127,P016,2024-08-08,2,10.72,21.44,United Kingdom,In-Store
T001322,C0127,P007,2024-11-23,2,13.57,27.14,United Kingdom,Online
T001323,C0127,P009,2024-09-26,6,7.8,46.8,United Kingdom,Mobile
T001324,C0127,P009,2024-08-01,4,7.79,31.16,United Kingdom,In-Store
T001325,C0127,P010,2024-06-24,3,5.72,17.15,United Kingdom,Online
T001326,C0127,P014,2024-06-26,5,5.54,27.68,United Kingdom,In-Store
T001327,C0127,P004,2024-08-26,2,6.75,13.5,United Kingdom,Mobile
T001328,C0127,P017,2024-06-04,4,32.4,129.58,United Kingdom,Partner
T001329,C0127,P010,2024-01-21,-2,6.17,-12.34,United Kingdom,Mobile
T001330,C0127,P010,2024-01-03,6,5.76,34.59,United Kingdom,Partner
T001331,C0127,P012,2024-05-25,2,8.59,17.19,United Kingdom,Mobile
T001332,C0127,P003,2024-08-09,4,7.96,31.82,United Kingdom,Online
T001333,C0128,P008,2024-12-13,2,21.94,43.88,Spain,Partner
T001334,C0128,P014,2024-05-13,5,5.76,28.78,Spain,In-Store
T001335,C0128,P020,2024-06-14,4,13.06,52.24,Spain,Mobile
T001336,C0128,P007,2024-06-03,4,13.49,53.96,Spain,In-Store
T001337,C0128,P003,2024-10-06,4,8.3,33.22,Spain,Mobile
T001338,C0128,P013,2024-12-21,5,19.18,95.91,Spain,In-Store
T001339,C0128,P017,2024-08-03,4,31.9,127.6,Spain,Partner
T001340,C0128,P015,2024-08-03,2,26.02,52.04,Spain,Online
T001341,C0128,P005,2024-10-24,6,10.4,62.38,Spain,In-Store
T001342,C0128,P005,2024-05-30,6,10.03,60.2,Spain,Online
T001343,C0128,P013,2024-09-22,-3,19.8,-59.39,Spain,Partner
T001344,C0128,P002,2024-11-28,2,18.14,36.29,Spain,Online
T001345,C0129,P020,2024-12-19,2,13.93,27.87,Portugal,In-Store
T001346,C0129,P002,2024-01-28,2,19.45,38.89,Portugal,Mobile
T001347,C0129,P017,2024-03-10,3,32.2,96.6,Portugal,Mobile
T001348,C0129,P005,2024-01-04,4,10.12,40.47,Portugal,Partner
T001349,C0129,P020,2024-11-05,-3,12.98,-38.94,Portugal,Online
T001350,C0129,P017,2024-01-13,2,31.19,62.38,Portugal,Partner
T001351,C0129,P013,2024-09-04,2,20.84,41.68,Portugal,Mobile
T001352,C0129,P008,2024-08-12,6,21.47,128.84,Portugal,Online
T001353,C0129,P014,2024-12-02,3,5.57,16.72,Portugal,Mobile
T001354,C0129,P006,2024-08-31,6,12.8,76.81,Portugal,Partner
T001355,C0129,P010,2024-09-09,4,6.09,24.36,Portugal,In-Store
T001356,C0129,P009,2024-08-25,5,7.41,37.07,Portugal,Partner
T001357,C0129,P014,2024-10-15,3,5.24,15.72,Portugal,Partner
T001358,C0130,P019,2024-12-02,4,15.24,60.98,USA,Partner
T001359,C0130,P002,2024-08-22,4,19.87,79.48,USA,In-Store
T001360,C0130,P001,2024-09-14,3,4.44,13.31,USA,Mobile
T001361,C0130,P012,2024-12-01,6,8.9,53.41,USA,Mobile
T001362,C0130,P012,2024-03-12,6,8.86,53.13,USA,In-Store
T001363,C0130,P010,2024-09-04,5,5.73,28.66,USA,Partner
T001364,C0130,P016,2024-09-16,6,11.17,67.05,USA,In-Store
T001365,C0130,P005,2024-10-26,4,10.08,40.32,USA,Partner
T001366,C0131,P002,2024-02-19,2,19.66,39.32,Netherlands,Online
T001367,C0131,P016,2024-05-01,5,10.81,54.03,Netherlands,Online
T001368,C0131,P006,2024-02-02,5,12.82,64.1,Netherlands,Online
T001369,C0131,P020,2024-02-07,4,12.98,51.92,Netherlands,Partner
T001370,C0131,P012,2024-03-30,6,9.12,54.71,Netherlands,In-Store
T001371,C0131,P004,2024-10-20,5,6.67,33.34,Netherlands,Mobile
T001372,C0131,P007,2024-04-25,4,13.99,55.95,Netherlands,Mobile
T001373,C0131,P006,2024-04-08,5,12.89,64.46,Netherlands,Online
T001374,C0131,P019,2024-04-14,2,16.2,32.39,Netherlands,Online
T001375,C0132,P001,2024-02-06,4,4.62,18.49,USA,In-Store
T001376,C0132,P006,2024-10-19,6,12.5,74.97,USA,Partner
T001377,C0132,P017,2024-03-11,4,31.54,126.16,USA,Online
T001378,C0132,P015,2024-10-18,5,25.3,126.52,USA,Online
T001379,C0132,P005,2024-04-28,6,9.79,58.73,USA,Online
T001380,C0132,P020,2024-05-28,6,13.27,79.63,USA,In-Store
T001381,C0132,P013,2024-05-27,4,19.13,76.51,USA,Online
T001382,C0132,P018,2024-11-08,6,7.06,42.38,USA,In-Store
T001383,C0132,P013,2024-02-26,6,19.1,114.62,USA,Partner
T001384,C0132,P009,2024-04-12,2,7.15,14.3,USA,In-Store
T001385,C0133,P005,2024-12-05,3,10.04,30.11,Germany,Online
T001386,C0133,P008,2024-11-08,5,21.06,105.3,Germany,Online
T001387,C0133,P012,2024-11-09,2,9.4,18.81,Germany,Online
T001388,C0133,P018,2024-01-22,5,7.57,37.87,Germany,Online
T001389,C0133,P002,2024-08-08,5,19.0,95.02,Germany,Partner
T001390,C0133,P010,2024-04-10,3,5.7,17.11,Germany,Partner
T001391,C0133,P001,2024-07-12,6,4.49,26.95,Germany,Mobile
T001392,C0133,P014,2024-03-01,5,5.53,27.64,Germany,In-Store
T001393,C0134,P007,2024-04-28,4,13.91,55.64,Netherlands,Online
T001394,C0134,P019,2024-10-01,2,15.55,31.11,Netherlands,Online
T001395,C0134,P001,2024-03-05,3,4.64,13.92,Netherlands,Partner
T001396,C0134,P006,2024-12-01,4,11.93,47.72,Netherlands,Mobile
T001397,C0134,P010,2024-03-03,3,6.05,18.16,Netherlands,Online
T001398,C0134,P003,2024-12-27,4,8.61,34.45,Netherlands,In-Store
T001399,C0134,P008,2024-10-09,5,22.47,112.34,Netherlands,In-Store
T001400,C0134,P008,2024-10-04,6,22.86,137.19,Netherlands,Online
T001401,C0134,P002,2024-11-14,4,19.75,79.0,Netherlands,Partner
T001402,C0134,P009,2024-09-23,2,7.28,14.56,Netherlands,Mobile
T001403,C0134,P010,2024-03-13,6,5.82,34.9,Netherlands,Online
T001404,C0134,P008,2024-02-28,5,22.33,111.65,Netherlands,Online
T001405,C0134,P016,2024-06-02,2,10.75,21.49,Netherlands,Online
T001406,C0135,P009,2022-12-14,4,7.5,29.99,Belgium,Partner
T001407,C0135,P002,2023-01-07,2,18.43,36.86,Belgium,Online
T001408,C0135,P010,2022-06-14,1,6.01,6.01,Belgium,In-Store
T001409,C0135,P009,2023-04-15,2,7.69,15.39,Belgium,Partner
T001410,C0135,P014,2023-06-05,1,5.67,5.67,Belgium,In-Store
T001411,C0136,P015,2023-02-21,4,25.17,100.69,Australia,In-Store
T001412,C0136,P006,2022-09-30,4,12.46,49.84,Australia,Mobile
T001413,C0136,P001,2022-07-14,3,4.63,13.9,Australia,Mobile
T001414,C0136,P018,2023-04-12,3,7.13,21.4,Australia,In-Store
T001415,C0136,P012,2023-04-08,3,9.14,27.43,Australia,Online
T001416,C0136,P004,2022-10-14,3,6.8,20.39,Australia,Mobile
T001417,C0136,P015,2022-06-19,-4,23.78,-95.13,Australia,In-Store
T001418,C0136,P016,2022-07-11,2,10.9,21.8,Australia,In-Store
T001419,C0136,P020,2022-10-11,3,14.11,42.34,Australia,In-Store
T001420,C0137,P016,2023-04-13,2,10.7,21.4,Portugal,Online
T001421,C0137,P008,2023-02-15,1,22.34,22.34,Portugal,Partner
T001422,C0137,P019,2022-07-02,3,15.26,45.77,Portugal,In-Store
T001423,C0137,P009,2022-11-28,1,7.63,7.63,Portugal,Online
T001424,C0137,P020,2023-01-14,2,13.3,26.59,Portugal,Online
T001425,C0137,P017,2022-12-08,1,31.16,31.16,Portugal,Partner
T001426,C0137,P003,2022-11-15,4,8.56,34.24,Portugal,In-Store
T001427,C0138,P014,2023-04-15,3,5.48,16.45,France,Online
T001428,C0138,P006,2023-03-30,3,11.93,35.79,France,Online
T001429,C0138,P004,2023-06-15,2,6.96,13.92,France,In-Store
T001430,C0138,P007,2023-06-07,4,14.46,57.85,France,Mobile
T001431,C0138,P013,2022-09-23,1,20.9,20.9,France,Partner
T001432,C0138,P018,2022-06-27,1,7.5,7.5,France,Partner
T001433,C0138,P017,2023-03-22,4,31.41,125.66,France,In-Store
T001434,C0139,P011,2022-09-27,2,16.48,32.96,Portugal,Partner
T001435,C0139,P011,2022-12-27,1,16.31,16.31,Portugal,In-Store
T001436,C0139,P003,2022-12-03,3,8.3,24.9,Portugal,Partner
T001437,C0139,P020,2023-03-19,2,13.43,26.86,Portugal,Mobile
T001438,C0139,P018,2023-03-27,2,7.45,14.9,Portugal,Mobile
T001439,C0139,P020,2022-07-31,3,13.9,41.7,Portugal,Online
T001440,C0140,P014,2022-09-10,2,5.54,11.08,Spain,Mobile
T001441,C0140,P015,2023-06-27,1,24.16,24.16,Spain,Partner
T001442,C0140,P004,2022-06-13,2,7.0,14.0,Spain,Mobile
T001443,C0140,P003,2022-12-16,2,8.26,16.52,Spain,Partner
T001444,C0140,P012,2023-05-31,2,8.91,17.82,Spain,In-Store
T001445,C0140,P004,2023-03-30,3,7.02,21.05,Spain,Online
T001446,C0140,P002,2023-01-16,1,19.44,19.44,Spain,Partner
T001447,C0140,P015,2022-08-08,4,24.46,97.85,Spain,Mobile
T001448,C0141,P019,2023-03-31,-1,15.43,-15.43,Portugal,In-Store
T001449,C0141,P015,2023-06-05,4,24.54,98.17,Portugal,In-Store
T001450,C0141,P004,2023-03-16,2,6.61,13.23,Portugal,Partner
T001451,C0141,P010,2022-08-13,3,5.92,17.76,Portugal,Online
T001452,C0141,P007,2023-04-12,4,14.03,56.11,Portugal,In-Store
T001453,C0141,P004,2022-10-19,3,6.6,19.81,Portugal,Partner
T001454,C0141,P015,2022-10-11,2,25.95,51.91,Portugal,Online
T001455,C0141,P008,2023-02-16,3,21.21,63.63,Portugal,Mobile
T001456,C0141,P001,2022-09-08,1,4.71,4.71,Portugal,Online
T001457,C0141,P016,2023-03-20,1,10.86,10.86,Portugal,Partner
T001458,C0142,P015,2022-07-27,2,25.82,51.63,United Kingdom,Online
T001459,C0142,P015,2022-08-10,4,24.97,99.89,United Kingdom,In-Store
T001460,C0142,P004,2022-09-22,3,6.95,20.86,United Kingdom,Online
T001461,C0142,P011,2023-04-19,2,16.01,32.02,United Kingdom,Online
T001462,C0142,P011,2023-02-22,1,15.89,15.89,United Kingdom,In-Store
T001463,C0142,P007,2022-10-04,1,14.63,14.63,United Kingdom,Mobile
T001464,C0142,P019,2022-09-09,4,16.59,66.34,United Kingdom,In-Store
T001465,C0142,P016,2023-02-10,2,10.98,21.97,United Kingdom,In-Store
T001466,C0142,P005,2023-02-20,2,10.12,20.25,United Kingdom,Mobile
T001467,C0142,P001,2022-09-15,4,4.31,17.22,United Kingdom,Mobile
T001468,C0143,P014,2022-09-29,3,5.56,16.69,Spain,In-Store
T001469,C0143,P016,2022-10-28,2,11.42,22.83,Spain,Partner
T001470,C0143,P016,2022-10-30,4,11.11,44.43,Spain,Online
T001471,C0143,P008,2023-06-27,1,23.02,23.02,Spain,In-Store
T001472,C0143,P014,2022-07-30,4,5.4,21.62,Spain,Mobile
T001473,C0144,P011,2022-08-05,1,15.76,15.76,USA,Partner
T001474,C0144,P016,2022-10-16,4,11.21,44.82,USA,Mobile
